time, fitness
0.0, 38.2316
26.44933, 24.47582
40.99642, 23.1921
54.99756, 22.67379
71.77938, 22.13227
87.89476, 21.94173
105.60475, 21.83472
123.5079, 21.62992
142.14062, 21.57216
160.2266, 21.56145
178.85505, 21.45793
194.52848, 21.28296
212.77327, 21.15613
229.82554, 21.10676
246.95247, 21.01329
269.38471, 20.96571
288.28224, 20.94163
304.31269, 20.92912
322.5225, 21.01195
339.64701, 21.03824
353.81592, 20.97899
373.11273, 20.91965
388.91421, 20.89881
404.45545, 21.02141
421.22326, 20.93414
440.93662, 20.93868
456.38073, 20.89988
